,Article Title,Article Date
2,Wall St Week Ahead-Sagging consumer discretionary shares look for a spark,Nov 15 2019
3,"UPDATE 2-Lebanon to trial gasoline tender amid supply, price concerns",Nov 15 2019
4,"US STOCKS-Trade deal hopes, earnings propel Wall St to another record high",Nov 15 2019
5,METALS-Base metals suffer weekly losses demand outlook worsens,Nov 15 2019
6,UPDATE 2-European shares clock sixth weekly gain on trade cheer,Nov 15 2019
7,U.S. to strictly enforce anti-money laundering rules in cryptocurrencies -FinCEN chief,Nov 15 2019
8,MOVES-CS names Moneypenny and Warm co-heads of US leveraged finance capital markets,Nov 15 2019
9,EXPLAINER-What's behind Labour's plan to overhaul BT and the British broadband network?,Nov 15 2019
0,UPDATE 2-Tale of two euro zone markets as core bonds and periphery part ways,Nov 15 2019
1,"US STOCKS-Trade optimism, earnings power Wall St to another record high",Nov 15 2019
2,UPDATE 1-Claiming to be UK's new 'party of business' UK Lib Dems enter election spending race,Nov 15 2019
3,"GLOBAL MARKETS-U.S.-China trade hopes revive stocks, yields rise",Nov 15 2019
4,RPT-Lebanon to hold state gasoline tender on trial basis - caretaker minister,Nov 15 2019
5,UK Liberal Democrats say they could back minority government on 'issue-by-issue' basis,Nov 15 2019
6,RPT-Lebanon to hold state gasoline tender on trial basis - caretaker minister,Nov 15 2019
7,UPDATE 3-S.Africa's SAA workers start strike that could cripple airline,Nov 15 2019
8,Lebanon to hold state gasoline tender on trial basis - caretaker minister,Nov 15 2019
9,"US STOCKS-Trade optimism, earnings power Wall St to fresh record high",Nov 15 2019
0,UPDATE 1-Sterling jumps against dollar after Brexit party quits more races,Nov 15 2019
1,"FOREX-Dollar down versus euro, pound as trade talks continue",Nov 15 2019
2,CANADA STOCKS-TSX at fresh record high on trade optimism,Nov 15 2019
3,TIMELINE-Amazon challenges Pentagon awarding $10 bln cloud deal to Microsoft,Nov 15 2019
4,Lazard poaches Numis bankers to launch venture and growth banking team,Nov 15 2019
5,Tunisia's Ennahda names Habib Jemli as choice for PM,Nov 15 2019
6,CANADA STOCKS-TSX hits record high on trade optimism,Nov 15 2019
7,"US STOCKS SNAPSHOT-Wall St hits record high at open on trade deal hopes, strong earnings",Nov 15 2019
8,UPDATE 7-UK's Labour plans high-speed connection to voter hearts with BT nationalisation,Nov 15 2019
9,GRAPHIC-Take Five: Fighting fires,Nov 15 2019
0,"REFILE-Former Apple chip executives found company to take on Intel, AMD",Nov 15 2019
1,TREASURIES-Yields rise on fresh hopes of trade deal,Nov 15 2019
2,Canadian home sales hold steady in October after 7-month streak of gains -CREA,Nov 15 2019
3,Goldman Sachs settles bond-rigging lawsuit,Nov 15 2019
4,CANADA FX DEBT-Canadian dollar steadies as U.S.-China trade deal hopes climb,Nov 15 2019
5,"US STOCKS-S&P 500, Dow eye record highs at open on trade deal hopes, solid earnings",Nov 15 2019
6,Baltic index posts losses for fifth straight week,Nov 15 2019
7,UPDATE 1-Climate activists protest at Blackrock over investments in the Amazon,Nov 15 2019
8,NY Fed accepts $68.34 bln in overnight repo bids,Nov 15 2019
9,"Corbyn's BT plans would be illegal under EU law, UK Conservatives say",Nov 15 2019
0,"In Lebanon, a renowned central bank governor faces attack",Nov 15 2019
1,"GLOBAL MARKETS-U.S.-China trade hopes revive stocks, protests leave scars",Nov 15 2019
2,Irish PM says EU-UK free-trade deal possible by end-2020,Nov 15 2019
3,"'Crazed Communist scheme,' PM Johnson says of Corbyn's plan for BT",Nov 15 2019
4,"US STOCKS-Trade deal hopes, earnings lift Wall Street futures",Nov 15 2019
5,Siberian taxi firm bringing fare-haggling to Moscow plans expansion,Nov 15 2019
6,"FOREX-Yen slips on China-U.S. deal hopes, trade-linked currencies rise",Nov 15 2019
7,REFILE-UK Liberal Democrats enter election spending race with big pledges on climate,Nov 15 2019
8,CANADA STOCKS-TSX futures down on lower oil prices,Nov 15 2019
9,UPDATE 2-Alibaba gets strong demand for $13.4 bln Hong Kong listing - sources,Nov 15 2019
0,PRESS DIGEST - Canada - Nov 15,Nov 15 2019
1,Labour plans tax on global firms' profits based on UK presence,Nov 15 2019
2,U.S. companies say consumer still strong even as broader outlook dims,Nov 15 2019
3,Ex-minister Safadi has agreed to be Lebanon PM -MTV,Nov 15 2019
4,Alibaba's $13.4 bln bookbuild covered multiple times -sources,Nov 15 2019
5,Lebanon to hold gasoline tender amid supply concerns,Nov 15 2019
6,Climate activists to protest at Blackrock in London,Nov 15 2019
7,"UPDATE 2-OPEC+ faces ""major challenge"" from competitors' surging output - IEA",Nov 15 2019
8,UPDATE 2-TalkTalk says FibreNation sale stalled after Labour broadband pledge,Nov 15 2019
9,IHS Markit to launch 'flash' UK PMI survey on Nov. 22,Nov 15 2019
0,"Saudi Aramco IPO could strengthen govt finances, support economy: S&P",Nov 15 2019
1,"UPDATE 2-Fortress plays long game in bidding war for Unizo, lifts offer just a bit",Nov 15 2019
2,Italy to press ahead with web tax despite U.S. warning - deputy min,Nov 15 2019
3,MORNING BID EUROPE-A breather but no real respite,Nov 15 2019
4,Sterling flat as election optimism offset by post-Brexit pessimism,Nov 15 2019
5,"EMERGING MARKETS-Stocks, currencies gain as trade optimism returns",Nov 15 2019
6,"GLOBAL MARKETS-U.S.-China trade hopes revive stocks, protests leave scars",Nov 15 2019
7,FOREX-Trade-exposed currencies make modest gains on Kudlow's China deal comments,Nov 15 2019
8,Ukraine court says ex-deputy central bank governor to be released on bail -Interfax,Nov 15 2019
9,"UPDATE 2-Hong Kong confirms economy fell into recession amid protests, trade war",Nov 15 2019
0,"RPT-In imperial castle, Lagarde told ECB must be more democratic -sources",Nov 15 2019
1,REFILE-A tale of two euro zone bond markets as core and periphery part ways,Nov 15 2019
2,UK PM Johnson says Brexit transition period will not be extended,Nov 15 2019
3,Labour's McDonnell says broadband plan is the limit of nationalisation plans,Nov 15 2019
4,"European shares poised for sixth weekly gain, aided by trade optimism",Nov 15 2019
5,METALS-Copper rebounds on revived U.S.-China trade optimism,Nov 15 2019
6,Tokyo shares bounce back on renewed U.S.-China trade deal hopes,Nov 15 2019
7,BT CEO says: Labour's plan for free broadband may cost 100 bln pounds,Nov 15 2019
8,PRESS DIGEST- Wall Street Journal - Nov 15,Nov 15 2019
9,UPDATE 1-Hollywood visual effects firm DNEG postpones London IPO,Nov 15 2019
0,Hollywood visual effects firm DNEG postpones London IPO,Nov 15 2019
1,"JGBs dip on revived trade hopes, retain gains on-week",Nov 15 2019
2,Germany's 2020 budget set to rise by 1.1% - draft,Nov 15 2019
3,GLOBAL MARKETS-Stocks cheered by trade deal hopes but caution prevails,Nov 15 2019
4,EXPLAINER -Why is Alibaba listing in Hong Kong?,Nov 15 2019
5,UPDATE 1-Beyond Baby Shark: creator of viral hit eyes China with dinosaurs,Nov 15 2019
6,UPDATE 1-Bank of Canada governor says technological change may call for neutral policy,Nov 15 2019
7,UPDATE 2-China's major cities drag on new home prices in Oct,Nov 15 2019
8,"FOREX-Fresh trade deal hopes gently lift dollar, Aussie",Nov 14 2019
9,Japan shares rebound on renewed U.S.-China trade deal hopes,Nov 14 2019
0,"Morning News Call - India, November 15",Nov 14 2019
1,REFILE-PRECIOUS-Gold falls as U.S.-China trade pact hopes spur risk appetite,Nov 14 2019
2,REFILE-UPDATE 1-Fewer Chinese cities report home price gains in Oct,Nov 14 2019
3,"Technological change to challenge monetary policy but could raise output, Bank of Canada governor says",Nov 14 2019
4,GLOBAL MARKETS-Asian shares rise as Kudlow comments lift trade hopes,Nov 14 2019
5,PRESS DIGEST-Financial Times - Nov 15,Nov 14 2019
6,China's Oct home prices rise 0.5% from previous month,Nov 14 2019
7,PRESS DIGEST-British Business - Nov 15,Nov 14 2019
8,UPDATE 2-Court tosses Carl Icahn's lawsuit seeking Occidental acquisition records,Nov 14 2019
9,"GLOBAL MARKETS-Asian shares rise, but gains capped by weak sentiment",Nov 14 2019
0,FOREX-Dollar buoyed by caution as trade deal optimism wanes,Nov 14 2019
1,Beyond Baby Shark: creator of viral hit eyes China with dinosaurs,Nov 14 2019
2,White House working on second-term tax cut package -Kudlow,Nov 14 2019
3,Alibaba praises Hong Kong ahead of $13.4 bln listing,Nov 14 2019
4,UPDATE 3-Icahn pushes for HP merger with Xerox - WSJ,Nov 14 2019
5,Japan to issue more bonds to fill expected tax revenue shortfalls - Mainichi,Nov 14 2019
6,"UPDATE 2-WeWork bond drops, spread hits a record on report of delayed share tender",Nov 14 2019
7,UK Liberal Democrats enter election spending race with big pledges on climate,Nov 14 2019
8,UPDATE 2-Fed's T-bill purchases to stay at $60 bln for next month -NY Fed,Nov 14 2019
9,Buffett's Berkshire reports stake in RH furniture chain,Nov 14 2019
0,"US STOCKS-S&P 500 notches record, shakes off Cisco's gloomy outlook",Nov 14 2019
1,"GLOBAL MARKETS-Stocks, yields slip as investor sentiment wavers",Nov 14 2019
2,CANADA FX DEBT-Canadian dollar holds near 1-month low ahead of Poloz speech,Nov 14 2019
3,"WeWork bond drops, spread hits a record on report of delayed share tender",Nov 14 2019
4,"US STOCKS SNAPSHOT-S&P 500 notches another record, shakes off dour Cisco forecast",Nov 14 2019
5,"EMERGING MARKETS-Mexican peso higher after rate cut, Latam FX falls for 9th session",Nov 14 2019
6,"REFILE-UPDATE 3-Ford uses Mustang name, hoping new electric SUV will zap Tesla",Nov 14 2019
7,UPDATE 2-Mexican central bank cuts rates; downbeat on growth outlook,Nov 14 2019
8,U.S. stock funds lose $2.31 billion in week -Lipper,Nov 14 2019
9,City and union officials to consult on Philadelphia refinery sale process -U.S. court,Nov 14 2019
0,Fed's T-bill purchases to stay at $60 bln for next month -NY Fed,Nov 14 2019
1,UPDATE 4-No more surrender for Brexit Party's Farage in British election,Nov 14 2019
2,"GLOBAL MARKETS-Stocks, yields fall as China slowdown deepens",Nov 14 2019
3,UPDATE 2-Goldman's Blankfein calls Warren's criticism of billionaires 'tribalism',Nov 14 2019
4,UPDATE 1-Fed's Bullard: 'More normal' yield curve bullish sign for 2020,Nov 14 2019
5,US STOCKS-Wall Street slips after Cisco's gloomy outlook,Nov 14 2019
6,TREASURIES-Yields fall as trade deal seen less certain,Nov 14 2019
7,Bill to consolidate Illinois public safety pension funds passes legislature,Nov 14 2019
8,"UPDATE 2-Algeria lawmakers approve reforms to oil industry, other sectors",Nov 14 2019
9,"In imperial castle, Lagarde told ECB must be more democratic -sources",Nov 14 2019
0,"Banks navigate Latin America's turmoil, protect lending relationships",Nov 14 2019
1,US STOCKS-Cisco's dour outlook weighs on Wall Street,Nov 14 2019
2,UPDATE 2-Egypt's central bank makes third straight cut to interest rates,Nov 14 2019
3,UPDATE 1-EU launches case against UK for failing to name new commissioner,Nov 14 2019
4,Direct lenders ready for bonanza as US economy cools,Nov 14 2019
5,Goldman's Blankfein calls Warren's criticism 'tribalism' in spat with billionaires,Nov 14 2019
6,"Fed not focused on daily ups, downs of trade deal -Williams",Nov 14 2019
7,UPDATE 1-Fed's Powell: No 'booming' in U.S. economy that threatens to go bust,Nov 14 2019
8,"UPDATE 2-European shares hit by Daimler warning, weak economic data",Nov 14 2019
9,UPDATE 2-Sterling hits six-month high against the euro in late rally,Nov 14 2019
0,"UPDATE 1-Lebanon's crisis is ""dangerous"", evokes start of '75 war-defence minister",Nov 14 2019
1,Egypt's central bank makes third straight cut to interest rates,Nov 14 2019
2,Fed's Bullard: 'More normal' yield curve bullish sign for 2020,Nov 14 2019
3,"GLOBAL MARKETS-Stocks, yields fall as China slowdown deepens",Nov 14 2019
4,US STOCKS-Wall Street drops as Cisco's dour outlook weighs,Nov 14 2019
5,METALS-Copper slides to two-week low as China data hits sentiment,Nov 14 2019
6,Carrefour Brasil to invest around 2 billion reais per year through 2024,Nov 14 2019
7,EU executive launches legal case against Britain for failing to name new commissioner,Nov 14 2019
8,"Fears of radical policies hurt Spanish stocks, analysts sanguine",Nov 14 2019
9,No 'booming' in U.S. economy that threatens to go bust - Fed's Powell,Nov 14 2019
0,WRAPUP 2-Strong healthcare costs help to lift U.S. producer inflation,Nov 14 2019
1,"UPDATE 1-Houlihan's restaurant chain files for bankruptcy, plans sale to Landry's",Nov 14 2019
2,FOREX-Risk-off move boosts yen versus dollar,Nov 14 2019
3,"UPDATE 1-ProPetro says no customer impact from SEC disclosures, probes",Nov 14 2019
4,"UPDATE 2-Euro zone bond yields fall to one-week lows as growth, trade fear resurface",Nov 14 2019
5,U.S. Treasury to sell $12 bln in 10-yr TIPS,Nov 14 2019
6,U.S. Treasury to sell $87 bln in bills,Nov 14 2019
7,Russian security services used Estonia to fund activities abroad -Estonian minister,Nov 14 2019
8,ECB considers putting climate change risks in future bank stress tests,Nov 14 2019
9,"UPDATE 3-Callon Petroleum slashes Carrizo bid, hoping to save shale merger",Nov 14 2019
0,Canada's CPPIB posts over 2% return in second quarter,Nov 14 2019
1,"US STOCKS-S&P 500, Dow flat as Cisco losses offset Walmart gains",Nov 14 2019
2,"EMERGING MARKETS-Latam FX weakens on growth fears, rate cut expected in Mexico",Nov 14 2019
3,"UPDATE 1-Brazil third-quarter economic activity best in a year, index shows",Nov 14 2019
4,"ProPetro says no customer impact from SEC disclosures, probes",Nov 14 2019
5,CANADA STOCKS-Materials pull TSX higher amid slowdown fears,Nov 14 2019
6,CANADA FX DEBT-C$ hits 1-month low as investors fret about global economy,Nov 14 2019
7,China's Xi says economic globalization encountering setbacks,Nov 14 2019
8,"CANADA STOCKS-TSX opens higher, led by energy, materials stocks",Nov 14 2019
9,TREASURIES-Yields fall as trade deal seen less certain,Nov 14 2019
0,US STOCKS SNAPSHOT-Wall Street dips at open on global growth worries,Nov 14 2019
1,"CORRECTED-Lebanon's crisis is ""dangerous"", evokes start of civil war-defence minister",Nov 14 2019
2,Baltic index inches lower on weaker panamax rates,Nov 14 2019
3,UPDATE 2-Britain's Asda blames Brexit uncertainty for sales dip,Nov 14 2019
4,US STOCKS-Wall St eyes subdued open as global growth fears intensify,Nov 14 2019
5,CORRECTED-US STOCKS-Futures slip as weak Chinese data sparks growth fears; Cisco falls,Nov 14 2019
6,"Houlihan's restaurant chain files for bankruptcy, plans sale to Landry's",Nov 14 2019
7,UPDATE 1-Chile's peso hits new historic low despite central bank intervention,Nov 14 2019
8,Suspend Hong Kong status in event of China crackdown - U.S. commission,Nov 14 2019
9,NY Fed accepts $73.59 bln in overnight repo bids,Nov 14 2019
0,Brazil economic activity picks up in September,Nov 14 2019
1,"MIDEAST STOCKS-Financials lift UAE indexes, poor earnings weigh on Egypt",Nov 14 2019
2,Chile's dollar bonds rise after central bank plan to boost liquidity,Nov 14 2019
3,"METALS-Copper prices tick up, more China stimulus expected",Nov 14 2019
4,"UPDATE 2-Risk of European recession ""very low"" - ECB's De Guindos",Nov 14 2019
5,FOREX-Dollar rises to near one-month highs as data disappoint,Nov 14 2019
6,German finance minister expects economy to grow more next year,Nov 14 2019
7,FOCUS-How SoftBank is putting its stamp on LatAm's venture capital scene,Nov 14 2019
8,"UPDATE 1-UAE, Egypt plan $20 bln spending on social, economic projects -Abu Dhabi crown prince",Nov 14 2019
9,CANADA STOCKS-TSX futures tick up on higher oil prices,Nov 14 2019
0,"Norwest Venture closes $2 billion fund, its biggest to date",Nov 14 2019
1,"GLOBAL MARKETS-Stocks sink as China slowdown deepens, German economy weak",Nov 14 2019
2,UK's Johnson says he is not complacent in face of Labour challenge,Nov 14 2019
3,German Q3 growth doesn't sound the all-clear for economy - minister,Nov 14 2019
4,"WEEKAHEAD-AFRICA-FX-East African currencies seen firm, Zambia's weak",Nov 14 2019
5,UPDATE 1-Cirque de Soleil founder released after detention for growing pot,Nov 14 2019
6,Saudi Arabia discussing Yemen truce in informal talks with Houthis - sources,Nov 14 2019
7,Farage says Brexit Party candidates under massive pressure to quit election,Nov 14 2019
8,"UPDATE 1-Risk of European recession ""very low"" -ECB's De Guindos",Nov 14 2019
9,Russia says BRICS nations favour idea of common payment system,Nov 14 2019
0,Leonard Green to invest in U.S. clinical trial services firm WCG,Nov 14 2019
1,"CEE MARKETS-Economic growth slowdown in focus, currencies mixed",Nov 14 2019
2,Britain's health service recorded worst ever emergency performance in October,Nov 14 2019
3,Democrat Joe Biden proposes $1.3 trillion U.S. infrastructure plan,Nov 14 2019
4,UPDATE 3-'Suffering' German economy narrowly escapes recession in third quarter,Nov 14 2019
5,"ECB needs to expand ""toolkit"" - Vice President",Nov 14 2019
6,EMERGING MARKETS-Stocks fall as Hong Kong protests go on; Turkish lira weakens,Nov 14 2019
7,Sterling steady as traders see Conservative majority after election,Nov 14 2019
8,Euro zone economy continues steady growth in third quarter,Nov 14 2019
9,UPDATE 1-Alibaba to pioneer paperless listing in break with Hong Kong norm,Nov 14 2019
0,"UAE, Egypt launch $20 bln investment platform - Abu Dhabi crown prince",Nov 14 2019
1,"GLOBAL MARKETS-Stocks dip as China slowdown deepens, German economy weak",Nov 14 2019
2,German economic growth remains weak in Q3 - Economy Ministry,Nov 14 2019
3,Euro zone bonds shrug off German GDP reading,Nov 14 2019
4,MORNING BID EUROPE-China's health check punctures optimism,Nov 14 2019
5,INSIGHT-In swaps we trust? Disappearing dollars drive currency trading dependence,Nov 14 2019
6,Alibaba goes paperless for $13.4 bln listing in a first for Hong Kong - source,Nov 14 2019
7,UPDATE 2-Merck KGaA raises 2019 guidance after Versum takeover,Nov 14 2019
8,"European shares slip, Daimler drags on Germany",Nov 14 2019
9,"FOREX-Yen, franc gains on trade doubts, unrest; Aussie tanks",Nov 14 2019
0,Brexit Party's Farage dismisses calls to stand down in Labour seats,Nov 14 2019
1,UPDATE 1-Turkish lira weakens slightly after Erdogan-Trump meeting,Nov 14 2019
2,"Japanese stocks ease to 1-1/2-week lows; Line, Z Holdings soar on merger talks",Nov 14 2019
3,"Germany has avoided recession, but growth is still weak - economy minister",Nov 14 2019
4,"CORRECTED-UPDATE 2-Trade woes, HK unrest knock European shares off 4-yr peak; Spain lags",Nov 14 2019
5,German economy dodges recession with 0.1% expansion in Q3,Nov 14 2019
6,EU citizens warned over missing Brexit residency deadline,Nov 14 2019
7,JGBs gain broadly after Nikkei falls on fading trade optimism,Nov 14 2019
8,GLOBAL MARKETS-Asian stocks retreat as China's growth slowdown deepens,Nov 14 2019
9,"Merck KGaA raises 2019 sales, earnings guidance in wake of Versum takeover",Nov 14 2019
0,WRAPUP 3-China's main growth engines falter in Oct on trade frictions,Nov 14 2019
1,"CORRECTED-China should cut rates, but not use monetary flooding - former c.bank adviser",Nov 14 2019
2,Turkish lira slightly weaker after Erdogan-Trump meeting,Nov 13 2019
3,REFILE-GLOBAL MARKETS-Asian stocks retreat as China's growth slowdown deepens,Nov 13 2019
4,Icahn pushes for Xerox-HP merger - WSJ,Nov 13 2019
5,Bahrain LNG terminal to start operations by year-end - Teekay,Nov 13 2019
6,Warren lashes out at Goldman over Apple Card bias claims - Bloomberg,Nov 13 2019
7,Hong Kong interbank rates rise ahead of huge Alibaba listing,Nov 13 2019
8,"Morning News Call - India, November 14",Nov 13 2019
9,UPDATE 1-Jobs at risk as China's services sector feels heat of trade war,Nov 13 2019
0,"UPDATE 3-Japan's economy nearly stalls in Q3, growth at 1-year low as trade war bites",Nov 13 2019
1,"Japan shares slip to 1-week lows; Line, Z Holdings jump on merger talks news",Nov 13 2019
2,"FOREX-U.S.-China trade deal doubts lifts yen, A$ hits 1-month low",Nov 13 2019
3,Jobs at risk as China's services sector feels heat of trade war,Nov 13 2019
4,FOCUS-Biotech-for-hire PeptiDream charts new path and becomes short target,Nov 13 2019
5,PRECIOUS-Gold inches down as hawkish Fed weighs on safe-haven demand,Nov 13 2019
6,China Oct industrial output up 4.7% y/y; investment growth hits record low,Nov 13 2019
7,"UPDATE 1-Australian jobs suffer biggest drop in 3 years, argue for more stimulus",Nov 13 2019
8,PRESS DIGEST-Financial Times - Nov 14,Nov 13 2019
9,PRESS DIGEST-British Business - Nov 14,Nov 13 2019
0,"FOREX-U.S.-China trade deal doubts lift yen, hamper yuan",Nov 13 2019
1,"GLOBAL MARKETS-Stocks in cautious ranges ahead of China data, trade talk hopes fade",Nov 13 2019
2,UPDATE 2-WeWork losses widen to $1.25 bln amid record office space expansion,Nov 13 2019
3,"RPT-Japan economy grows 0.2% annualised in Q3, fourth straight quarter of expansion",Nov 13 2019
4,"Japan economy grows 0.2% annualised in Q3, fourth straight quarter of expansion",Nov 13 2019
5,"UPDATE 3-ProPetro confirms U.S. SEC probe, accounting weaknesses",Nov 13 2019
6,FOCUS-Biotech-for-hire PeptiDream charts new path and becomes short target,Nov 13 2019
7,Occidental Petroleum stepping up oil and gas asset sales -marketing document,Nov 13 2019
8,"UPDATE 1-Chicago mayor rejects Uber's, Lyft's alternative tax proposal",Nov 13 2019
9,"UPDATE 8-Oil edges up ahead of U.S. storage data as OPEC, Fed see robust economy",Nov 13 2019
0,U.S. Congress panel leader reports slow progress negotiating 2020 Pentagon budget,Nov 13 2019
1,WeWork Q3 losses widen to $1.25 bln as expansion ramps up,Nov 13 2019
2,UPDATE 1-Brazil's Bradesco to spin off digital bank Next by March 2020,Nov 13 2019
3,"GLOBAL MARKETS-Shares, bond yields slip on sour trade deal sentiment",Nov 13 2019
4,"US STOCKS-Disney lifts Dow, S&P 500 to records while trade tensions cast shadow",Nov 13 2019
5,"UPDATE 4-Google Pay to offer checking accounts through Citi, Stanford Federal",Nov 13 2019
6,"UPDATE 3-Disney+ streaming exceeds expectations with 10 million sign-ups, shares surge",Nov 13 2019
7,"CANADA FX DEBT-Canadian dollar hits 1-month low, pares decline ahead of Poloz speech",Nov 13 2019
8,"US STOCKS SNAPSHOT-Disney helps lift Dow, S&P to records; Nasdaq dips",Nov 13 2019
9,UPDATE 1-Black student loan borrowers are defaulting at nearly twice the rate of whites -NY Fed,Nov 13 2019
0,UPDATE 1-Chile central bank to offer up to $4 bln to facilitate liquidity,Nov 13 2019
1,"FOREX-Dollar falls against yen, Swiss franc on new trade concerns",Nov 13 2019
2,Chile central bank to offer up to $4 bln to facilitate liquidity,Nov 13 2019
3,"NYSE Chicago lowers fees, eliminates rebates",Nov 13 2019
4,"GLOBAL MARKETS-Shares, bond yields slip on sour trade deal sentiment",Nov 13 2019
5,US STOCKS-S&P wobbles on fresh trade uncertainty; Disney lifts Dow,Nov 13 2019
6,"Trump expects to ""work something out"" with Erdogan, Senators on F-35s",Nov 13 2019
7,Brazil`s Bradesco to spin off digital bank Next by March 2020,Nov 13 2019
8,EMERGING MARKETS-Latam FX hits 1-1/2 month low on trade worries; Chile's peso drops 2%,Nov 13 2019
9,TREASURIES-Yields fall as trade optimism fades,Nov 13 2019
0,UPDATE 2-Fed chief Powell pushes back on negative interest rates,Nov 13 2019
1,UPDATE 1-Lagarde takes ECB governors on retreat to iron out differences -sources,Nov 13 2019
2,U.S. government posts $134 billion deficit in October,Nov 13 2019
3,PRECIOUS-Gold rises as trade deal doubts pressure equities,Nov 13 2019
4,"Federal pension fund to include China investments, bucking political pressure",Nov 13 2019
5,UPDATE 1-Woodford analysis suggests investors may lose a third of their money,Nov 13 2019
6,US STOCKS-Wall St higher as Fed's Powell says economy in 'good shape',Nov 13 2019
7,Deutsche Telekom says U.S. deal hedges pushed up debt in third quarter,Nov 13 2019
8,Scout24 CEO says pushing towards conclusion in AutoScout24 sale process,Nov 13 2019
9,METALS-Copper slips after Trump threat of more China tariffs,Nov 13 2019
0,US STOCKS-Wall St edges higher as Fed's Powell testifies before Congress,Nov 13 2019
1,"WRAPUP 2-U.S. inflation firms on rising healthcare, energy costs",Nov 13 2019
2,"GLOBAL MARKETS-Shares, bond yields slip on sour trade deal sentiment",Nov 13 2019
3,Cirque de Soleil founder Guy Laliberté in custody for growing cannabis in French Polynesia,Nov 13 2019
4,FOREX-U.S. dollar steady as case for Fed rate pause solidifies,Nov 13 2019
5,"UPDATE 5-Protesters blockade universities, stockpile makeshift weapons as chaos grips Hong Kong",Nov 13 2019
6,UPDATE 2-Euro zone yields fall as Trump speech brings investors back to bonds,Nov 13 2019
7,UPDATE 5-Alibaba launches $13.4 bln Hong Kong listing to fund expansion,Nov 13 2019
8,UPDATE 1-Bank of Canada unveils tool to help sound financial institutions endure liquidity shocks,Nov 13 2019
9,"Fund investors retreat from U.S. stocks, jump into foreign markets",Nov 13 2019
0,UPDATE 1-Sterling steady as hopes of Conservative election win overshadow weak data,Nov 13 2019
1,Black student loan borrowers are defaulting at nearly twice the rate of whites -NY Fed,Nov 13 2019
2,UPDATE 1-SoftBank's Z Holdings and Line eyeing merger - sources,Nov 13 2019
3,FOREX-U.S. dollar steady as case for Fed's pause solidifies,Nov 13 2019
4,UPDATE 1-OPEC chief says rival oil supply could underperform in 2020,Nov 13 2019
5,"EMERGING MARKETS-Chile peso, stocks slide on unrest; big interest rate cut forecast",Nov 13 2019
6,"UPDATE 3-Lebanon slides deeper into turmoil, no sign of new government",Nov 13 2019
7,"CANADA STOCKS-TSX edges up on earnings boost, recovery in oil prices",Nov 13 2019
8,London forex trader accuses Citigroup of unfair dismissal,Nov 13 2019
9,"US STOCKS-Wall St slips on trade worries, Hong Kong unrest",Nov 13 2019
0,Brexit Party's Farage says will stand down no more candidates,Nov 13 2019
1,"Brazil says Bolsonaro unaware of planned ""invasion"" of Venezuela embassy",Nov 13 2019
2,TREASURIES-Yields fall as trade optimism fades,Nov 13 2019
3,UPDATE 1-PM Johnson will pledge to get Britain out of Brexit rut,Nov 13 2019
4,Baltic index edges higher on strong capesize rates,Nov 13 2019
5,CANADA FX DEBT-Canadian dollar hits 1-month low as trade deal doubts weigh,Nov 13 2019
6,CANADA STOCKS-TSX opens lower on U.S.-China trade deal uncertainty,Nov 13 2019
7,"US STOCKS SNAPSHOT-Wall Street opens lower on trade worries, Hong Kong unrest",Nov 13 2019
8,Fed's Powell says 'sustained expansion' likely for U.S. economy,Nov 13 2019
9,Two Namibian ministers resign over bribery scandal involving Icelandic fishing firm,Nov 13 2019
0,US STOCKS-Wall St set for lower open as Trump speech clouds trade deal hopes,Nov 13 2019
1,"Ireland debt agency official ""cautious"" on safe euro zone asset",Nov 13 2019
2,Alibaba opens bookbuild for Hong Kong listing - sources,Nov 13 2019
3,NY Fed accepts $77.09 bln in overnight repo bids,Nov 13 2019
4,"UPDATE 1-Liberty Global CFO: Sunrise-UPC deal made sense, still worth pursuing",Nov 13 2019
5,U.S. repo squeeze unlikely to be repeated in Europe - bond conference,Nov 13 2019
6,PRECIOUS-Gold rises as trade uncertainty hurts risk appetite,Nov 13 2019
7,No Scottish referendum in first term if Labour wins -Corbyn,Nov 13 2019
8,"Liberty Global CFO: Sunrise-UPC deal made sense, still worth pursuing",Nov 13 2019
9,US STOCKS-Futures fall as Trump speech clouds trade deal hopes,Nov 13 2019
0,CANADA STOCKS-TSX futures slip after Trump threatens to increase tariffs,Nov 13 2019
1,"UPDATE 2-Russia to cut share of U.S. dollar in National Wealth Fund, mulls other currencies",Nov 13 2019
2,Lebanon's Berri wants formation of new government accelerated,Nov 13 2019
3,Brazil retail sales rise 0.7% in September - IBGE,Nov 13 2019
4,GLOBAL MARKETS-European shares knocked off four-year highs by Trump speech,Nov 13 2019
5,FOREX-Swiss franc climbs to 1-month high vs euro as hedge funds cut bets,Nov 13 2019
6,PRESS DIGEST- Canada- Nov 13,Nov 13 2019
7,"Turkey says Germany, Netherlands agree to take back Islamic State detainees",Nov 13 2019
8,"British PM Johnson, on campaign trail, to pledge swift resolution on Brexit",Nov 13 2019
9,Lebanon's Aoun says economic conditions deteriorating,Nov 13 2019
0,CEE MARKETS-Currencies fall as Trump's speech dampens trade deal hopes,Nov 13 2019
1,Lebanon dollar bonds slide further after fresh protests,Nov 13 2019
2,"SNB chairman sticks to negative interest, intervention - Swiss govt",Nov 13 2019
3,UK's Johnson shouted at during visit to flood-hit area,Nov 13 2019
